smiles,z_MW,z_MolLogP,z_TPSA,z_HBD,z_HBA,z_RotB,z_Ring,is_train,S,S_prime,s_hat,b
COc1ccc(C(C)=O)cc1,-0.30369271736997255,-0.370818165620991,0.0,0.0,0.0,-0.24999993750001562,0.0,1,0.060037482210733156,0.13203282955915788,0.5395271957043641,0.047334069620740236
COc1ccc(C(=O)O)cc1,-0.2738604863037913,-0.6713816924396114,1.2811905458397377,0.9999990000010001,0.0,-0.24999993750001562,0.0,1,-0.40719546360407605,-0.6833064992961912,0.30577049528026284,-0.2220185959611243
C=Cc1ccccc1,-0.9999546011534346,-0.11351576498601804,-1.6656110408099407,0.0,-1.9999980000020001,-0.49999987500003124,0.0,1,0.8653343842931939,1.537306668988814,0.8635116354660922,0.37274450355064426
OCc1ccccc1,-0.9396245111473848,-0.7991986561640247,-0.38442049497020303,0.9999990000010001,-0.9999990000010001,-0.49999987500003124,0.0,0,0.25162531658702236,0.4663609151456737,0.6363676420294107,0.15970090937417217
O=Cc1ccccc1,-0.9701223700872535,-0.6083968296625929,-0.5845471447405229,0.0,-0.9999990000010001,-0.49999987500003124,0.0,1,0.4435541586589899,0.8012840721804241,0.7234302102039522,0.2515889115149884
SCc1ccccc1,-0.6965493140016454,-0.24055808044543522,-1.6656110408099407,0.9999990000010001,-0.9999990000010001,-0.49999987500003124,0.0,1,0.5843481554355512,1.0469749719059827,0.7784005848019762,0.30336010641201083
COc1ccccc1,-0.9396245111473848,-0.49154411830428296,-1.0810638960694177,0.0,-0.9999990000010001,-0.49999987500003124,0.0,0,0.576298363743986,1.0329277780725505,0.7754792915929857,0.30074298294017243
CSc1ccccc1,-0.6965493140016454,-0.06650057413354155,-1.6656110408099407,0.0,-0.9999990000010001,-0.49999987500003124,0.0,1,0.6903022490936896,1.2318689105430582,0.8143070030720005,0.33425826776677753
CCc1ccccn1,-0.9545103708680348,-0.5220533422795276,-0.8492716371582245,0.0,-0.9999990000010001,-0.49999987500003124,0.0,0,0.5181798506051349,0.9315087537482609,0.7535823617007865,0.2806398884553665
COc1cccc(C)c1,-0.7274253705970182,-0.30776179685028054,-1.0810638960694177,0.0,-0.9999990000010001,-0.49999987500003124,0.0,0,0.5414890105460086,0.972184127761605,0.762533694161662,0.2889609349893402
CC(C)(O)Cc1ccccc1,-0.30302708949628476,-0.3099188943266551,-0.38442049497020303,0.9999990000010001,-0.9999990000010001,-0.24999993750001562,0.0,1,0.16106636506213248,0.30833208729967393,0.5914586171299371,0.10854246841688979
OCC1O[C@@H]2O[C@@H]3C(CO)O[C@H](O[C@@H]4C(CO)O[C@H](O[C@@H]5C(CO)O[C@H](O[C@@H]6C(CO)O[C@H](O[C@@H]7C(CO)O[C@H](O[C@H]1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,4.0,-4.0,4.0,4.0,4.0,0.7499998125000469,4.0,1,-14.522091641256058,-25.31433921955976,0.05,-0.42977872211941465
CCCCCCCCCCCCCCC(=O)O,1.0914935616917005,1.5743832161131601,0.6966434010992145,0.9999990000010001,-0.9999990000010001,2.499999375000156,-0.9999990000010001,1,-0.6846460694796743,-1.1674683992893966,0.19766348839363015,-0.32421986285243426
CCCCCCCC(OC)OC,0.06099571787973765,0.2655851782376274,-0.49651675132889483,0.0,0.0,1.249999687500078,-0.9999990000010001,1,0.19779320395927297,0.3724218233630249,0.609903401147992,0.12980034792618456
CC1=CCC(C(C)(C)OC(=O)/C=C/c2ccccc2)CC1,1.726805111314088,1.3394860268350077,0.0,0.0,0.0,0.24999993750001562,0.9999990000010001,1,-0.7773783818513496,-1.3292898247894172,0.16866087113503278,-0.3480858128010177
CCCCCCCCCCCC(=O)Oc1ccc(C)cc1,1.8182986881336924,1.9671418041319737,0.0,0.0,0.0,1.999999500000125,0.0,1,-0.9784780342395938,-1.6802163959569036,0.11750630266042195,-0.3864031506792918
C=CC(C)(CCC=C(C)C)OC(=O)CCCCCCC,1.6670952654630626,1.8240583107543231,0.0,0.0,0.0,1.999999500000125,-0.9999990000010001,0,-0.7680901437872825,-1.313081494753532,0.17140564257741298,-0.34589368362045425
[N-]=[N+]=O,-1.9097317533284173,-1.5960733675330594,1.7207092007150606,0.0,-0.9999990000010001,-0.7499998125000469,-0.9999990000010001,1,-0.07926496655860649,-0.11105526194823706,0.46673264228946715,-0.03986202529214484
O=C1CCSC1,-1.030119646156459,-1.0890958722569248,-0.5845471447405229,0.0,0.0,-0.7499998125000469,0.0,1,0.25379477812221884,0.4701467083521007,0.637418245982697,0.16087166094696895
O=C1CCCS1,-1.0301196461564588,-0.881966843862491,-0.5845471447405229,0.0,0.0,-0.7499998125000469,0.0,1,0.306421642451841,0.5619825958395442,0.6624830217490713,0.18839419016416273
O=Cc1ccc[nH]1,-1.13687728035222,-1.0087708060096015,0.41545279192825885,0.9999990000010001,-0.9999990000010001,-0.49999987500003124,0.0,1,0.052238852809331354,0.11842392351114392,0.5354675086124108,0.042489767888955914
CC1CCCCC1NC(=O)c1c(F)c(F)c(F)c(F)c1F,2.0726744312259004,0.6974813801371841,0.17732741118889106,0.9999990000010001,-0.9999990000010001,-0.24999993750001562,0.9999990000010001,1,-0.731295981877438,-1.2488742774626989,0.18262708727355714,-0.336786857413205
CC(C)C(=O)OC(C)(C)CCc1ccccc1,0.9695021259322261,0.6417067050574399,0.0,0.0,0.0,0.49999987500003124,0.0,1,-0.3009468200977182,-0.49789855992840354,0.3549208371011108,-0.1693683175291993
CCOc1ccc(C=O)cc1,-0.30369271736997255,-0.370818165620991,0.0,0.0,0.0,0.0,0.0,0,0.060037482210733156,0.13203282955915788,0.5395271957043641,0.047334069620740236
CCCC(=O)OC(CC)c1ccccc1,0.5451038448314934,0.5725842444885266,0.0,0.0,0.0,0.49999987500003124,0.0,1,-0.18331679671597348,-0.2926296781502664,0.41310221583002954,-0.10323997705557743
CCC(CC)COC(C)=O,-0.3939004221608644,-0.31844002524161596,0.0,0.0,0.0,0.24999993750001562,-0.9999990000010001,0,0.18702622331734106,0.3536330310721002,0.6045260006886595,0.12363535857372784
CCOC(=O)CCc1ccco1,-0.03116348681355596,-0.44381386751488666,0.8321722082221527,0.0,0.9999990000010001,0.24999993750001562,0.0,1,-0.323530437736135,-0.5373078349236021,0.3441692067766598,-0.18116876947247962
CCCCCCC#CC(=O)OCC,0.18170128161049767,0.0019068264984525764,0.0,0.0,0.0,0.49999987500003124,-0.9999990000010001,0,0.05448532749051332,0.12234410759758765,0.5366374488325522,0.04388642155271668
CCOC(=O)CCCc1ccccc1,0.3329047042811276,0.031164695584087604,0.0,0.0,0.0,0.49999987500003124,0.0,1,-0.0836294864996987,-0.11867151587771997,0.46445858820578373,-0.042578006038369025
C=CCc1ccc(OC=O)c(OC)c1,0.33223907640743855,-0.33440969716615804,0.5845471447405229,0.0,0.9999990000010001,0.49999987500003124,0.0,1,-0.34192119089159667,-0.5694004013173721,0.3355295268195604,-0.19054130958370927
CC(=O)CC(=O)OC/C=C(\C)CCC=C(C)C,1.0298322159382756,0.40597527918621423,1.0810638960694179,0.0,0.9999990000010001,0.9999997500000625,-0.9999990000010001,1,-0.5521620064729333,-0.936278651255746,0.24535628074614424,-0.28163389181241666
CCCCCC(=O)OC/C=C(\C)CCC=C(C)C,1.2426969843623297,1.3601035883495285,0.0,0.0,0.0,1.4999996250000938,-0.9999990000010001,1,-0.4638371394448632,-0.7821483861514351,0.2811876566175322,-0.24700416986638613
CCCCCCC(OC)OC,-0.15120342267062908,0.03313111041061669,-0.49651675132889483,0.0,0.0,0.9999997500000625,-0.9999990000010001,1,0.26149741234206314,0.48358809914331286,0.6411377492320297,0.1650058773967603
CCCCCCCOC(=O)/C=C/c1ccccc1,1.1512034075427247,1.0090091593219088,0.0,0.0,0.0,1.249999687500078,0.0,0,-0.4288234602644394,-0.7210481792001933,0.296242009205954,-0.2318168968014662
CCC=CCCOC(=O)CC(C)C,0.21219914055036673,0.24544432334771968,0.0,0.0,0.0,0.7499998125000469,-0.9999990000010001,1,0.03735132929653881,0.09244462659305025,0.5277049817608678,0.033211995203148555
CCCCCCOC(=O)CC(C)C,0.24269699949023532,0.3789221782394149,0.0,0.0,0.0,0.9999997500000625,-0.9999990000010001,1,0.017865541807758886,0.058441183480507176,0.5175251730347541,0.021021599814042943
CCCCCCOC(=O)C(C)CC,0.24269699949023532,0.3789221782394149,0.0,0.0,0.0,0.9999997500000625,-0.9999990000010001,1,0.017865541807758886,0.058441183480507176,0.5175251730347541,0.021021599814042943
CCCCCCC1CC(OC(C)=O)CO1,0.6664296527172802,0.0937324400645699,0.5845471447405229,0.0,0.9999990000010001,0.7499998125000469,0.0,0,-0.41457816660296665,-0.6961895978922387,0.30249867469798286,-0.2253989626246516
O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3],2.600502207153957,-4.0,4.0,0.0,4.0,-0.7499998125000469,-0.9999990000010001,1,-4.419812309220198,-7.6854760919238805,0.05,-0.42977872211941465
CC(C)(Cc1ccccc1)OC=O,0.12070556373076004,-0.2022427854921494,0.0,0.0,0.0,0.24999993750001562,0.0,0,-0.03437040401429212,-0.032712536286412436,0.4901874991363875,-0.011773489591829847
COC1CCc2ccccc21,-0.3335249484361538,-0.11905747949714623,-1.0810638960694177,0.0,-0.9999990000010001,-0.49999987500003124,0.9999990000010001,1,0.35245535421852653,0.6423131803857943,0.6836886945172138,0.21101736890781433
COC(=O)c1ccccc1N(C)C,0.13565193507629095,-0.5845019101038564,0.2051931472328595,0.0,0.9999990000010001,-0.24999993750001562,0.0,1,-0.22671002360544856,-0.3683525157751536,0.3912590300525889,-0.1284700464528538
CCOCCOC(C)C(=O)[O-].[K+],0.45418512844825354,-3.776827410154202,2.044965038317604,0.0,1.9999980000020001,0.7499998125000469,-0.9999990000010001,1,-2.5856253697787976,-4.484749855482189,0.05,-0.42977872211941465
CCCCC(=O)c1ccccc1,-0.12132580788578708,0.3214194416454481,-0.5845471447405229,0.0,-0.9999990000010001,0.24999993750001562,0.0,1,0.26069518873484904,0.4821881883207634,0.6407511476546432,0.164576950975752
CC(C)(C=O)Cc1ccccc1,-0.12132580788578708,-0.03926870820251264,-0.5845471447405229,0.0,-0.9999990000010001,0.0,0.0,1,0.2764376677152549,0.5096594151710441,0.6483037132017886,0.17292293010825177
CCCC(=O)OC(C)(C)Cc1ccccc1,0.7573029853818598,0.4951194179888817,0.0,0.0,0.0,0.49999987500003124,0.0,1,-0.22494493749767963,-0.36527237312816946,0.3921397200752752,-0.12746129034229406
CCOC(=O)CCC1CCCCC1,0.21219914055036587,0.23233489117085665,0.0,0.0,0.0,0.24999993750001562,0.0,1,-0.061737535773376005,-0.08046922605116089,0.475877972945222,-0.028923995855179938
CCCC=CCOC(C)=O,-0.424398281100733,-0.366051099374859,0.0,0.0,0.0,0.24999993750001562,-0.9999990000010001,0,0.19064757746103808,0.3599524323119258,0.6063375239319789,0.125715323196665
CCC=CCCOC(=O)C(C)CC,0.21219914055036673,0.24544432334771968,0.0,0.0,0.0,0.7499998125000469,-0.9999990000010001,1,0.03735132929653881,0.09244462659305025,0.5277049817608678,0.033211995203148555
CC(C=O)=Cc1ccccc1,-0.36402280737602244,-0.13782780284129104,-0.5845471447405229,0.0,-0.9999990000010001,-0.24999993750001562,0.0,1,0.33543287092887053,0.6126082971468015,0.6759299951876102,0.20281442776974712
COC(=O)Cc1ccccc1,-0.30369271736997255,-0.666197507896943,0.0,0.0,0.0,-0.24999993750001562,0.0,1,0.021443379564177016,0.06468464696312623,0.5193956566544043,0.023263120638104668
COC(Cc1ccccc1)OC,-0.06099571787973765,-0.4004931530031625,-0.49651675132889483,0.0,0.0,0.24999993750001562,0.0,0,0.12065693966930921,0.23781609720450256,0.5708645387067871,0.08447259836566913
c1ccc(CC2OCCO2)cc1,-0.09149357681960582,-0.5470804400717205,-0.49651675132889483,0.0,0.0,-0.24999993750001562,0.9999990000010001,1,0.010860892405154338,0.04621780284362402,0.5138617878398842,0.01662988506817918
c1ccc(Cc2ccccc2)cc1,-0.03045247522120787,0.4512624085244677,-1.6656110408099407,0.0,-1.9999980000020001,-0.24999993750001562,0.9999990000010001,1,0.4941599419173545,0.889593096036007,0.7441234249359426,0.2716943231855468
c1ccc(Oc2ccccc2)cc1,-0.0006202441550270443,0.5713328895989161,-1.0810638960694177,0.0,-0.9999990000010001,-0.24999993750001562,0.9999990000010001,1,0.2235773045505784,0.41741606330171765,0.6226706411065454,0.1443206566700743
CCCCCCC(C=O)=Cc1ccccc1,0.6969728953758103,1.024442536293761,-0.5845471447405229,0.0,-0.9999990000010001,0.9999997500000625,0.0,1,-0.07337409558916702,-0.10077546719998753,0.4698041500541305,-0.036191032498348694
Cc1ccc(OC(=O)Cc2ccccc2)cc1,0.847510690172752,0.3712472015831424,0.0,0.0,0.0,0.0,0.9999990000010001,1,-0.3325280760894683,-0.5530090573694989,0.3399289470188428,-0.18578124512902786
CCOC(=O)Cc1ccccc1,-0.09149357681960582,-0.43374344006993293,0.0,0.0,0.0,0.0,0.0,0,0.0006986526796055291,0.028484306540090206,0.508544460066641,0.010252354097004918
O.O.O=S(=O)([O-])[O-].[Ca+2],0.029030452036512132,-3.5087395221373576,4.0,0.0,1.9999980000020001,-0.7499998125000469,-0.9999990000010001,1,-2.7117235510816364,-4.704795996137021,0.05,-0.42977872211941465
CCC(=O)OCC(C)OC(=O)CC,0.27186360268272836,-0.7381802082135356,1.6656110408099407,0.0,1.9999980000020001,0.49999987500003124,-0.9999990000010001,1,-0.6517476619914495,-1.110059422199646,0.20881695320679178,-0.3146298171101049
O=S([O-])[O-].[K+].[K+],-0.1814138513923143,-4.0,2.3362886424136393,0.0,0.9999990000010001,-0.7499998125000469,-0.9999990000010001,1,-4.7514457103897865,-8.264189038340978,0.05,-0.42977872211941465
CCOC(=O)C1CC2C=CC1C2,-0.06099571787973765,-0.451917880133311,0.0,0.0,0.0,-0.24999993750001562,0.9999990000010001,1,-0.1089369061128273,-0.16283392931037086,0.45130466087906407,-0.058250356168228844
O=C(CCO)OCCc1ccccc1,0.36273693534730844,-0.813619031558574,1.2811905458397377,0.9999990000010001,0.9999990000010001,0.49999987500003124,0.0,0,-0.6933488992255532,-1.1826551694598368,0.1947891929336812,-0.3266542894735364
CCCCCCCCCC(=O)OCCc1scnc1C,1.9244512060806462,1.2858088609035614,0.816339403651716,0.0,1.9999980000020001,1.999999500000125,0.0,0,-1.1119130989579191,-1.9130656782854039,0.09148147264561529,-0.40407238417129326
CC(C)CC1SC(C)NC(C)S1,0.531594624576879,0.35758955678797427,-0.9037364848805268,0.9999990000010001,0.9999990000010001,-0.24999993750001562,0.0,0,-0.12621264159280643,-0.19298074729035047,0.4423631244037093,-0.06885951794269422
C=CCSC,-1.2416531588331383,-0.5867662665707689,-1.6656110408099407,0.0,-0.9999990000010001,-0.24999993750001562,-0.9999990000010001,1,0.884980969535764,1.5715907103207913,0.8682883563912376,0.3762434616957
C/C=C/SC,-1.241653158833138,-0.3796372381763351,-1.6656110408099407,0.0,-0.9999990000010001,-0.49999987500003124,-0.9999990000010001,1,0.9101117830190861,1.6154449393143142,0.8741909916156592,0.3805096046175371
CCCC(SCc1ccccc1)SCc1ccccc1,2.0007563650551994,2.061339033155541,-1.6656110408099407,0.0,0.0,1.249999687500078,0.9999990000010001,1,-0.7584297504552036,-1.2962237395665128,0.1742978514961815,-0.3435687424128579
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,3.940290093637363,3.7660776757691767,0.20012664977031985,0.9999990000010001,0.0,2.2499994375001404,0.9999990000010001,1,-3.1332334655411,-5.4403468896253235,0.05,-0.42977872211941465
O=C(Cc1ccccc1)Cc1ccccc1,0.6054793185562036,0.3103360126231912,-0.5845471447405229,0.0,-0.9999990000010001,0.24999993750001562,0.9999990000010001,1,-0.02001025846311766,-0.00765353404601731,0.49770395592550215,-0.0027552335226369664
CC(C)COC(=O)Cc1ccccc1,0.3329047042811272,-0.0547020851743649,0.0,0.0,0.0,0.24999993750001562,0.0,1,-0.08335005402999326,-0.11818389554967845,0.4646041381773363,-0.04240422203946072
O=C(Cc1ccccc1)OCc1ccccc1,0.8475106901727512,0.26957759621876265,0.0,0.0,0.0,0.24999993750001562,0.9999990000010001,0,-0.3232722500025624,-0.5368572874712115,0.3442912523916674,-0.18103565758035983
COc1ccc(COC(=O)Cc2ccccc2)cc1,1.3017412023396655,0.2747021924333547,0.5845471447405229,0.0,0.9999990000010001,0.49999987500003124,0.9999990000010001,1,-0.6833677254108963,-1.1652376400836943,0.1980883703820102,-0.3238587152720303
CC(C)CCOC(=O)Cc1ccccc1,0.5451038448314934,0.17775198265264583,0.0,0.0,0.0,0.49999987500003124,0.0,0,-0.14165870381288773,-0.2199347155770189,0.4343999231633441,-0.0782714984422066
O=C(Cc1ccccc1)OCCc1ccccc1,1.0597098307231174,0.29490263565133895,0.0,0.0,0.0,0.49999987500003124,0.9999990000010001,1,-0.37837211381827285,-0.6330086534781132,0.3187308620000855,-0.20846871280637555
CC(C)=CCC/C(C)=C/COC(=O)Cc1ccccc1,1.5451038297035882,1.1589333927627594,0.0,0.0,0.0,0.9999997500000625,0.0,1,-0.5711994698535923,-0.9694997516831269,0.23805009052343903,-0.2884225745565922
CCCN(CCC)CCC,-0.408120654007827,-0.001013001577303328,-1.460417893577081,0.0,-0.9999990000010001,0.7499998125000469,-0.9999990000010001,1,0.6670641123419088,1.1913174747062636,0.8068360175880442,0.32802406371851184
CC(=O)OCC(COC(C)=O)OC(C)=O,0.7254284869759553,-1.4752878265216909,3.331222081619882,0.0,3.9999960000040002,0.49999987500003124,-0.9999990000010001,1,-1.5924333697095794,-2.751591896450115,0.05,-0.42977872211941465
CC1=C[C@@H]2[C@H](CC1)C(C)=CC[C@H]2C(C)C,0.515937241639,1.2281154416597493,-1.6656110408099407,0.0,-1.9999980000020001,-0.49999987500003124,0.9999990000010001,0,0.18023401026689667,0.3417803599803085,0.6011205922257206,0.11971694331456931
C/C=C/C(=O)C(C)CC,-0.6664296527172806,-0.20403043533444895,-0.5845471447405229,0.0,-0.9999990000010001,0.0,-0.9999990000010001,1,0.5084653988132131,0.9145566644849267,0.7497853840114547,0.27706771307616423
CC(C)(C)c1cccc(CCC=O)c1,0.30307247321494507,0.35484849369644844,-0.5845471447405229,0.0,-0.9999990000010001,0.0,0.0,1,0.15139574008002654,0.291456477492725,0.5865564131887774,0.10284241356919853
CC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,2.5463896866044005,2.6307055079279293,0.0,0.0,0.0,2.749999312500172,-0.9999990000010001,1,-1.4678564571106858,-2.5342004277639316,0.05,-0.42977872211941465
CC(=O)OC(CC(C)C)CC(C)C,0.2426969994902349,0.2921019842317366,0.0,0.0,0.0,0.49999987500003124,-0.9999990000010001,1,0.02611594390037135,0.07283845012283778,0.5218376338165716,0.02618851091571411
CCCCCCCC(=O)OCc1ccccc1,0.9695021259322265,0.9356559274595531,0.0,0.0,0.0,1.249999687500078,0.0,1,-0.3640828895373529,-0.6080734115620035,0.3252631768014976,-0.20154519854304978
C/C=C/C=C/C(=O)OCCC,-0.24269699949023532,-0.26707488643954386,0.0,0.0,0.0,0.24999993750001562,-0.9999990000010001,1,0.1528723643351611,0.29403324319372537,0.5873060754666064,0.1037153538127307
